HIGH_DEG,INST_TYPE,INST_EXP_PS,AVG_FAC_SAL_PM,TS,TS_MEN,TS_WOM,TS_MAR,TS_DPEN,TS_VET,PER_PT,ST_FI_LO,ST_FI_M1,ST_FI_M2,ST_FI_H1,ST_FI_H2,HL_ED_P_MS,HL_ED_P_HS,HL_ED_P_PS,HECR
4,1,4590,7115,15351,0.5692,0.4308,0.086631227,0.651506202,0.027367592,0.2001,0.551486513,0.146879307,0.127781059,0.093719236,0.080133885,0.128436332,0.325489334,0.546074335,0.43
4,1,4087,6768,13196,0.4638,0.5362,0.100637435,0.610971605,0.031678578,0.0926,0.46725903,0.114158779,0.134633958,0.117635696,0.166312536,0.036567927,0.303370787,0.660061287,0.5132
4,1,3994,6798,7834,0.3051,0.6949,0.158695652,0.386956522,0.024534162,0.3939,0.614596273,0.186024845,0.129813665,0.045341615,0.024223603,0.196292257,0.334423846,0.469283897,0.3155
4,1,4427,6716,14518,0.4472,0.5528,0.16226988,0.585120516,0.032833555,0.1825,0.558739799,0.150502942,0.134181059,0.089580566,0.066995635,0.152310453,0.325930911,0.521758636,0.4522
4,1,4231,6733,21279,0.4254,0.5746,0.107215007,0.572438672,0.01962482,0.3059,0.531313131,0.14949495,0.135209235,0.098556999,0.085425685,0.103740409,0.342231458,0.554028133,0.4242
4,1,4633,6885,9626,0.3608,0.6392,0.134679021,0.442753144,0.026141628,0.2619,0.559563203,0.160158835,0.143282594,0.081733951,0.055261416,0.073688128,0.365835504,0.560476368,0.3811
4,1,4382,6719,22868,0.4291,0.5709,0.068928234,0.638870118,0.01986755,0.2576,0.506284633,0.15745371,0.136640087,0.100013515,0.099608055,0.102437565,0.325257963,0.572304471,0.3284
4,1,4649,6912,18702,0.4371,0.5629,0.144659624,0.52068662,0.041666667,0.254,0.508802817,0.150381455,0.13350939,0.108421362,0.098884977,0.073277968,0.324377137,0.602344895,0.4067
4,1,10203,9638,22259,0.4972,0.5028,0.030543678,0.837965791,0.014050092,0.0739,0.372480147,0.139890043,0.163103238,0.143249847,0.181276726,0.066378066,0.215648549,0.717973385,0.8278
4,1,12155,7969,19258,0.4505,0.5495,0.054953807,0.808856324,0.015769353,0.1139,0.377190188,0.135393437,0.161834979,0.159286397,0.166294998,0.079180887,0.276450512,0.644368601,0.734
4,1,13636,8248,14336,0.4745,0.5255,0.024522109,0.882409732,0.007530411,0.0481,0.399497973,0.142691639,0.160262599,0.139988415,0.157559374,0.0663909,0.238055843,0.695553258,0.7409
4,1,18288,8944,24101,0.4557,0.5443,0.042089309,0.777777778,0.015389997,0.0526,0.416928996,0.138160196,0.154366329,0.130232016,0.160312464,0.074060427,0.242569393,0.683370179,0.7793
4,1,8371,7747,9125,0.4673,0.5327,0.043087971,0.859739677,0.010996409,0.0913,0.402154399,0.16561939,0.156867145,0.14048474,0.134874327,0.109903382,0.26884058,0.621256039,0.6785
4,1,13078,8841,15818,0.485,0.515,0.034004299,0.864569083,0.015634161,0.049,0.350791479,0.126245847,0.152628493,0.158882158,0.211452023,0.045250713,0.22258459,0.732164696,0.7982
4,1,6734,8366,17048,0.4538,0.5462,0.020829687,0.881848416,0.009452127,0.0385,0.286364432,0.131804656,0.159635918,0.154384737,0.267810257,0.046279492,0.234482759,0.71923775,0.7032
4,2,7865,6368,2486,0.432,0.568,0.347425058,0.308736869,0.061747374,0.0724,0.372021522,0.165001281,0.178836792,0.146041507,0.138098898,0.038451268,0.316688919,0.644859813,0.4626
4,2,3981,3678,694,0.3804,0.6196,0.151245552,0.583629893,0.019572954,0.0202,0.491103203,0.09252669,0.145907473,0.131672598,0.138790036,0.022099448,0.290976059,0.686924494,0.4912
4,2,7697,5669,946,0.1808,0.8192,0.234567901,0.322751323,0.026455027,0.4207,0.44973545,0.132275132,0.164021164,0.121693122,0.132275132,0.034026465,0.296786389,0.669187146,0.5385
4,2,3758,4452,754,0.3727,0.6273,0.301346801,0.526936027,0.03030303,0.0729,0.338383838,0.185185185,0.188552189,0.166666667,0.121212121,0.07962963,0.407407407,0.512962963,0.6154
4,1,4768,6459,6534,0.4754,0.5246,0.077886497,0.566731898,0.04109589,0.0911,0.5518591,0.101369863,0.121722114,0.110763209,0.114285714,0.021597392,0.310920945,0.667481663,0.4069
4,2,4349,5139,3168,0.3908,0.6092,0.300880088,0.354785479,0.057755776,0.453,0.349284929,0.174917492,0.187018702,0.154565457,0.134213421,0.0743605,0.381915527,0.543723974,0.5
4,2,8014,8092,4327,0.422,0.578,0.021704606,0.892535733,0.005823187,0.0578,0.268395977,0.131815776,0.151932239,0.158814187,0.289041821,0.049781182,0.216083151,0.734135667,0.737
4,2,5230,5345,1687,0.0705,0.9295,0.122486289,0.574040219,0.017367459,0.3266,0.414076782,0.206581353,0.166361974,0.106946984,0.106032907,0.146169355,0.320564516,0.533266129,0.5438
4,2,4924,5788,983,0.2838,0.7162,0.111111111,0.622222222,0.027777778,0.3856,0.327777778,0.15,0.183333333,0.175,0.163888889,0.052941177,0.370588235,0.576470588,0.5882
4,2,50801,6381,1402,0.4265,0.5735,0.061620898,0.77628935,0.015405224,0.0478,0.369055593,0.120562626,0.15874079,0.150703282,0.200937709,0.057720058,0.283549784,0.658730159,0.6824
4,2,8854,8531,3233,0.4126,0.5874,0.077306733,0.7439734,0.016625104,0.1899,0.223607648,0.12635079,0.205320033,0.166251039,0.27847049,0.018181818,0.227705628,0.754112554,0.725
4,2,4782,5299,2301,0.3916,0.6084,0.075336323,0.814349776,0.022421525,0.0556,0.226008969,0.12735426,0.160538117,0.184753363,0.301345292,0.016438356,0.221004566,0.762557078,0.4037
4,1,4862,6717,25773,0.4414,0.5586,0.085696216,0.660798988,0.035522294,0.2349,0.455676189,0.142194582,0.134816064,0.123326658,0.143986508,0.078796889,0.323764867,0.597438243,0.3683
4,2,7584,7274,4439,0.4285,0.5715,0.037037037,0.848816029,0.025500911,0.0426,0.270795386,0.126290225,0.162720097,0.160291439,0.279902854,0.026481715,0.220050441,0.753467844,0.6405
4,1,4288,6614,21044,0.4079,0.5921,0.063844086,0.55188172,0.017473118,0.294,0.545430108,0.146774194,0.122715054,0.089919355,0.09516129,0.072684296,0.299305658,0.628010046,0.3484
4,2,8203,6699,4570,0.3731,0.6269,0.138738739,0.603603604,0.040840841,0.0451,0.257057057,0.128528529,0.187387387,0.184384384,0.242642643,0.043758044,0.263835264,0.692406692,0.6484
4,1,4489,6718,20681,0.4841,0.5159,0.065987025,0.562743281,0.018164968,0.307,0.610936052,0.144578313,0.124745134,0.067840593,0.051899907,0.118534031,0.350366492,0.531099476,0.3852
4,2,4672,6283,3234,0.3853,0.6147,0.158719791,0.620509471,0.033311561,0.103,0.254082299,0.12540823,0.209013717,0.16525147,0.246244285,0.039391845,0.284727021,0.675881133,0.6674
4,1,4078,6622,5856,0.3543,0.6457,0.122258516,0.574895007,0.020531965,0.1655,0.415772282,0.14185721,0.147456836,0.138124125,0.156789547,0.027777778,0.308479532,0.66374269,0.4501
4,2,15655,8196,15218,0.5106,0.4894,0.034158243,0.818577902,0.015336354,0.0507,0.341930986,0.133321715,0.159288951,0.144475427,0.220982921,0.045652174,0.220652174,0.733695652,0.7033
4,1,5879,6146,5993,0.4572,0.5428,0.176501861,0.428495481,0.046783626,0.3679,0.476874003,0.192982456,0.15364168,0.093567252,0.082934609,0.033314512,0.324675325,0.642010164,0.3346
4,1,6149,7015,21242,0.5218,0.4782,0.045840101,0.808879264,0.024002888,0.0861,0.27846959,0.114058834,0.148709619,0.164230283,0.294531673,0.007380074,0.190590406,0.80202952,0.6125
4,1,5719,7007,18452,0.4838,0.5162,0.063881665,0.764141743,0.032184655,0.1016,0.285923277,0.140279584,0.15263329,0.177503251,0.243660598,0.006146179,0.271760797,0.722093023,0.6072
4,2,8217,6518,3554,0.4226,0.5774,0.128291695,0.619176232,0.0243079,0.1393,0.284267387,0.151249156,0.17083052,0.156650912,0.237002026,0.020293912,0.231630511,0.748075577,0.6793
4,1,3529,5015,9081,0.408,0.592,0.068304536,0.8412527,0.017278618,0.0706,0.241900648,0.149028078,0.200863931,0.21112311,0.197084233,0.014416413,0.333795398,0.65178819,0.4173
4,2,2976,5193,4827,0.3826,0.6174,0.409199522,0.23655914,0.098566308,0.6288,0.272401434,0.219832736,0.183990442,0.190561529,0.133213859,0.049842271,0.356466877,0.593690852,0.4532
4,2,2070,4074,1387,0.328,0.672,0.297841727,0.310791367,0.030215827,0.1377,0.28057554,0.221582734,0.192805755,0.145323741,0.15971223,0.057632399,0.445482866,0.496884735,0.5
4,1,4523,6545,7939,0.4769,0.5231,0.064866892,0.756655418,0.020997375,0.2519,0.272590926,0.140982377,0.170603675,0.224221972,0.19160105,0.025437202,0.403418124,0.571144674,0.4471
4,1,8800,8106,13730,0.4733,0.5267,0.03544963,0.869417184,0.02062888,0.1078,0.216102544,0.114560385,0.157220108,0.227919087,0.284197877,0.017431002,0.291761776,0.690807221,0.6026
4,1,3704,6266,4029,0.4329,0.5671,0.077124183,0.787581699,0.032026144,0.2179,0.261437909,0.134640523,0.181045752,0.221568628,0.20130719,0.019931272,0.426116839,0.55395189,0.3727
4,2,10049,5369,4778,0.4839,0.5161,0.037878788,0.895959596,0.007575758,0.1676,0.188383838,0.122222222,0.155555556,0.239393939,0.294444444,0.013612565,0.267015707,0.719371728,0.4955
4,2,5586,6012,2773,0.6246,0.3754,0.071216617,0.758654797,0.022749753,0.423,0.277942631,0.160237389,0.191889219,0.201780415,0.168150346,0.026260504,0.406512605,0.567226891,0.3146
4,2,4292,5765,3798,0.3786,0.6214,0.046661881,0.865757358,0.007178751,0.367,0.166547021,0.127781766,0.168700646,0.229002154,0.307968414,0.023880597,0.363432836,0.612686567,0.3992
4,1,2638,6530,7445,0.4154,0.5846,0.059859155,0.743397887,0.017165493,0.2622,0.319542254,0.158890845,0.166373239,0.18221831,0.172975352,0.029745043,0.431539188,0.53871577,0.3569
4,1,3927,6989,4078,0.4546,0.5454,0.075121163,0.741518578,0.022617124,0.2744,0.294830372,0.179321486,0.183360259,0.179321486,0.163166397,0.031841652,0.426850258,0.54130809,0.4355
4,2,48459,9519,5294,0.5049,0.4951,0.030520646,0.839317774,0.009874327,0.004,0.296229803,0.094254937,0.122082585,0.148114901,0.339317774,0.017527675,0.121771218,0.860701107,0.9434
4,1,9454,7443,16111,0.4175,0.5825,0.021968737,0.927545416,0.011195606,0.0894,0.147866498,0.090621039,0.146599071,0.196662442,0.418250951,0.004085143,0.257149,0.738765857,0.7245
3,2,2241,5127,1189,0.386,0.614,0.08423913,0.720108696,0.027173913,0.4979,0.301630435,0.192934783,0.190217391,0.160326087,0.154891304,0.034482759,0.551724138,0.413793103,0.4116
4,2,2377,3638,3121,0.2675,0.7325,0.271117166,0.36239782,0.068119891,0.6399,0.324250681,0.204359673,0.196185286,0.167574932,0.107629428,0.028776978,0.509352518,0.461870504,0.619
4,2,7805,7101,5149,0.3972,0.6028,0.01540154,0.902090209,0.0110011,0.0771,0.192519252,0.103410341,0.156765677,0.190869087,0.356435644,0.012311136,0.156127588,0.831561276,0.6722
4,2,11736,6341,2312,0.4407,0.5593,0.04315197,0.877110694,0.014071295,0.0861,0.164165103,0.095684803,0.1369606,0.175422139,0.427767355,0.010546501,0.173537872,0.815915628,0.6773
4,2,13770,8156,8012,0.4539,0.5461,0.018812709,0.924331104,0.013795987,0.1685,0.211120401,0.102006689,0.159698997,0.180183947,0.346989967,0.00681431,0.162691653,0.830494038,0.6764
4,2,14282,6268,6499,0.3693,0.6307,0.037037037,0.834814815,0.01962963,0.0739,0.368888889,0.166666667,0.178518519,0.125555556,0.16037037,0.012067578,0.248592116,0.739340306,0.413
4,2,5970,5226,4952,0.3338,0.6662,0.293675365,0.323308271,0.059265812,0.5598,0.374170721,0.208757187,0.177797435,0.134453782,0.104820876,0.067061144,0.374753452,0.558185404,0.4302
4,1,3141,5810,24357,0.4522,0.5478,0.122193937,0.662578107,0.046285582,0.2968,0.406503124,0.162230965,0.168248091,0.139203888,0.123813932,0.01838858,0.323130898,0.658480523,0.516
3,2,9007,5481,1483,0.4343,0.5657,0.157837838,0.636756757,0.043243243,0.0061,0.238918919,0.163243243,0.185945946,0.178378378,0.233513514,0.031145718,0.28698554,0.681868743,0.5805
4,2,6348,5049,8024,0.8695,0.1305,0.2491521,0.582572398,0.16801461,0.325,0.356639708,0.177928516,0.159405166,0.144534307,0.161492304,0.023394995,0.339771491,0.636833515,0.4956
4,1,5606,5794,10082,0.4253,0.5747,0.03117063,0.842530593,0.021473101,0.123,0.438928654,0.176864466,0.167628723,0.127453244,0.089124913,0.011589821,0.298815823,0.689594356,0.4693
4,1,5848,6179,14395,0.399,0.601,0.163655244,0.481827622,0.042575286,0.446,0.525025961,0.184839045,0.131879543,0.086396677,0.071858775,0.043822001,0.347413598,0.6087644,0.3962
4,1,3187,5656,21809,0.4362,0.5638,0.134060106,0.592810843,0.031231585,0.4322,0.542722451,0.196670595,0.145403654,0.068797879,0.046405421,0.059409173,0.340133834,0.600456994,0.4573
4,2,4089,4952,2501,0.3643,0.6357,0.108988764,0.770786517,0.015730337,0.2203,0.308988764,0.164044944,0.194382023,0.178651685,0.153932584,0.016374269,0.320467836,0.663157895,0.5073
4,1,4625,6494,23808,0.452,0.548,0.050236407,0.811820331,0.027777778,0.111,0.329787234,0.15212766,0.155319149,0.166193853,0.196572104,0.011656442,0.271165644,0.717177914,0.6402
4,1,8394,6919,30578,0.4847,0.5153,0.058335255,0.817731151,0.026977173,0.0803,0.321650911,0.157482131,0.169933134,0.160940742,0.189993083,0.010362077,0.255597904,0.734040019,0.6688
4,2,9424,5120,1838,0.4853,0.5147,0.1875,0.620454546,0.1,0.2318,0.304545455,0.168181818,0.193181818,0.161363636,0.172727273,0.01686747,0.356626506,0.626506024,0.4507
4,2,15793,7026,8016,0.4634,0.5366,0.036608863,0.867373154,0.009955042,0.0664,0.312459859,0.139370585,0.15253693,0.157996146,0.23763648,0.019489247,0.221102151,0.759408602,0.5938
4,1,3449,5312,8687,0.4127,0.5873,0.191930618,0.543740573,0.084087481,0.3506,0.403846154,0.200603318,0.173831071,0.130844646,0.090874812,0.014359793,0.346629438,0.63901077,0.3655
4,1,6271,5800,23712,0.4213,0.5787,0.143958544,0.588725986,0.049797776,0.3696,0.462209302,0.179347826,0.155460061,0.114888777,0.088094034,0.022368069,0.345164747,0.632467185,0.4868
4,2,4160,5312,2476,0.3998,0.6002,0.089689266,0.725282486,0.042372881,0.1749,0.335451977,0.140536723,0.177966102,0.179378531,0.166666667,0.025716385,0.316678913,0.657604702,0.4562
4,1,4579,5273,5789,0.4135,0.5865,0.235097958,0.503959983,0.101709045,0.3085,0.46394331,0.175906628,0.163401417,0.115881617,0.080867028,0.020166594,0.356861026,0.622972381,0.3864
4,2,6287,4740,4232,0.2781,0.7219,0.014443178,0.879893577,0.010262258,0.0487,0.403648803,0.187381224,0.181299886,0.112884835,0.114785253,0.005937235,0.280322307,0.713740458,0.5
4,2,3957,4943,954,0.4455,0.5545,0.275438597,0.540350877,0.049122807,0.0168,0.228070175,0.198245614,0.250877193,0.185964912,0.136842105,0.032608696,0.264492754,0.702898551,0.4839
4,1,8369,8614,10166,0.7143,0.2857,0.027301092,0.91224649,0.01599064,0.055,0.216458658,0.124024961,0.169266771,0.190717629,0.299531981,0.006331619,0.183616937,0.810051444,0.6878
4,1,3493,5108,2110,0.3545,0.6455,0.163104612,0.631046119,0.040494938,0.2905,0.435320585,0.181102362,0.169853768,0.136107987,0.077615298,0.025301205,0.415662651,0.559036145,0.3493
4,1,4233,5375,3994,0.3706,0.6294,0.110973342,0.767513949,0.029758215,0.2161,0.296962182,0.154990701,0.17482951,0.197768134,0.175449473,0.00965251,0.383526384,0.606821107,0.3289
4,1,3434,5255,12074,0.4639,0.5361,0.043106796,0.881941748,0.020582524,0.0816,0.265631068,0.14,0.185242718,0.196504854,0.212621359,0.006258833,0.338178882,0.655562286,0.3547
4,1,5159,7174,23281,0.4547,0.5453,0.042139869,0.869246862,0.014046623,0.0956,0.214883443,0.118350269,0.167961745,0.191422594,0.307381949,0.004103967,0.22374221,0.772153823,0.6568
4,2,14424,5964,2004,0.3643,0.6357,0.248639598,0.504395144,0.043951444,0.1861,0.363750523,0.14859774,0.185851821,0.169945584,0.131854332,0.028482421,0.365821095,0.605696484,0.4525
4,1,3732,5281,2978,0.3422,0.6578,0.1701427,0.710208562,0.03622393,0.1995,0.304061471,0.164654226,0.198682766,0.177826564,0.154774973,0.016949153,0.372881356,0.610169492,0.5235
4,2,3483,4091,3308,0.5786,0.4214,0.058861578,0.722509703,0.014230272,0.1128,0.45148771,0.08538163,0.112548512,0.126778784,0.223803364,0.00862641,0.245520903,0.745852688,0.5155
3,2,3799,4221,1778,0.3954,0.6046,0.327497425,0.421215242,0.081359423,0.027,0.190525232,0.205973224,0.219361483,0.227600412,0.15653965,0.036756757,0.433513514,0.52972973,0.48
4,1,3311,5306,6428,0.3836,0.6164,0.136547434,0.73592535,0.041679627,0.2103,0.34992224,0.181026439,0.175116641,0.152099533,0.141835148,0.011359948,0.392729633,0.595910419,0.3018
4,2,2988,4609,1885,0.4775,0.5225,0.333776596,0.4375,0.091755319,0.4493,0.448138298,0.218085106,0.144946809,0.082446809,0.106382979,0.036023055,0.334293948,0.629682997,0.378
4,1,11180,7087,11500,0.459,0.541,0.104197349,0.638070692,0.028718704,0.1618,0.461708395,0.142857143,0.164580265,0.122606775,0.108247423,0.043274854,0.341910331,0.614814815,0.5428
4,2,2514,4512,6626,0.4829,0.5171,0.272485365,0.463012241,0.10005322,0.4307,0.448110697,0.201703034,0.147951038,0.103778606,0.098456626,0.038238702,0.370220162,0.591541136,0.3803
4,1,2865,4863,9413,0.4484,0.5516,0.360479285,0.438870837,0.048740861,0.2301,0.517262388,0.1754671,0.168359058,0.09829407,0.040617384,0.020477816,0.354735495,0.624786689,0.3199
4,1,6461,5819,7861,0.5429,0.4571,0.126060987,0.730902232,0.041182018,0.088,0.358063502,0.14680918,0.195850362,0.167243005,0.132033952,0.0070626,0.296629214,0.696308186,0.4837
4,2,4123,4866,1205,0.4166,0.5834,0.152923538,0.623688156,0.025487256,0.2465,0.302848576,0.155922039,0.169415292,0.164917541,0.206896552,0.045380875,0.398703404,0.555915721,0.4754
3,2,5917,5326,761,0.2523,0.7477,0.116923077,0.618461539,0.030769231,0.2773,0.329230769,0.166153846,0.141538462,0.144615385,0.218461539,0.038461539,0.323717949,0.637820513,0.3827
4,2,7143,5637,4850,0.4726,0.5274,0.039205955,0.887344913,0.006947891,0.1037,0.157320099,0.109181141,0.175186104,0.248138958,0.310173697,0.008655805,0.275967413,0.715376782,0.6566
4,2,5771,6851,10386,0.3907,0.6093,0.075662651,0.655903615,0.017831325,0.3368,0.313012048,0.181927711,0.169879518,0.158554217,0.176626506,0.052267487,0.326415578,0.621316936,0.5674
3,3,2050,5004,3929,0.7554,0.2446,0.233695652,0.382065217,0.107065217,0.3914,0.651630435,0.142934783,0.123369565,0.049456522,0.032608696,0.093639576,0.342167256,0.564193168,0.3023
4,1,4090,5107,9947,0.4146,0.5854,0.0543383,0.842827929,0.018404908,0.0894,0.22378031,0.12123868,0.182880514,0.236634531,0.235465966,0.008727054,0.39331929,0.597953656,0.661
3,2,4417,5308,2599,0.3524,0.6476,0.126425856,0.658745247,0.012357414,0.2632,0.211026616,0.159695818,0.184410646,0.214828897,0.230038023,0.025922233,0.385842473,0.588235294,0.5153
3,2,4485,4127,1037,0.4339,0.5661,0.245637584,0.622818792,0.02818792,0.0164,0.22818792,0.158389262,0.208053691,0.261744966,0.143624161,0.022284123,0.348189415,0.629526462,0.4298
4,1,12232,7293,16286,0.455,0.545,0.051721476,0.764860275,0.03381195,0.1299,0.407750502,0.161957697,0.171684422,0.14651845,0.11208893,0.078166667,0.323333333,0.5985,0.3608
4,2,4468,5099,1532,0.4334,0.5666,0.092783505,0.773195876,0.012886598,0.1828,0.224226804,0.141752577,0.182989691,0.202319588,0.24871134,0.025469169,0.31769437,0.656836461,0.6478
4,1,5993,7958,27070,0.5277,0.4723,0.013090563,0.939426395,0.013685589,0.0199,0.190765203,0.113649887,0.168630251,0.214923242,0.312031417,0.018047882,0.232658072,0.749294045,0.7676
4,1,3614,5405,17382,0.4268,0.5732,0.042253521,0.850675482,0.02917505,0.0802,0.236418511,0.118568554,0.161971831,0.223196321,0.259844783,0.011279311,0.367319679,0.621401009,0.5259
4,2,5101,4920,3064,0.4448,0.5552,0.120675784,0.661303299,0.030571199,0.3567,0.276749799,0.135961384,0.184231698,0.180209171,0.222847949,0.037521815,0.411867365,0.55061082,0.5101
4,2,14521,7131,7188,0.3652,0.6348,0.05276204,0.775849858,0.01062323,0.2435,0.303116147,0.145184136,0.173866856,0.171033994,0.206798867,0.042175361,0.264150943,0.693673696,0.6396
3,2,3941,4816,1851,0.396,0.604,0.27554535,0.5510907,0.067738232,0.302,0.237657865,0.216991963,0.218140069,0.211251435,0.115958668,0.035495716,0.417380661,0.547123623,0.5597
4,1,4934,5725,16328,0.4612,0.5388,0.049031855,0.792629607,0.028419738,0.1124,0.305434104,0.137726421,0.1591193,0.199094316,0.198625859,0.026145954,0.3854046,0.588449446,0.504
