HIGH_DEG,INST_TYPE,INST_EXP_PS,AVG_FAC_SAL_PM,TS,TS_MEN,TS_WOM,TS_MAR,TS_DPEN,TS_VET,PER_PT,ST_FI_LO,ST_FI_M1,ST_FI_M2,ST_FI_H1,ST_FI_H2,HL_ED_P_MS,HL_ED_P_HS,HL_ED_P_PS,HECR
4,2,2523,4425,1380,0.1891,0.8109,0.21485623,0.188498403,0.024760383,0.0203,0.568690096,0.261182109,0.107028754,0.039936102,0.023162939,0.145390071,0.406619385,0.447990544,0.4113
4,2,35311,9731,6988,0.5263,0.4737,0.049321825,0.503390876,0.009247842,0.1301,0.416152898,0.115906289,0.120221948,0.106658446,0.241060419,0.017492711,0.154195011,0.828312277,0.9183
4,2,18682,9972,8493,0.5639,0.4361,0.009093085,0.913137114,0.005264417,0.0008,0.210815985,0.106006222,0.145728643,0.178511606,0.358937545,0.011720698,0.124688279,0.863591022,0.8788
4,1,14255,8628,5193,0.4213,0.5787,0.009093085,0.913137114,0.005264417,0,0.210815985,0.106006222,0.145728643,0.178511606,0.358937545,0.011720698,0.124688279,0.863591022,0.8782
3,2,11403,5439,2294,0.663,0.337,0.065974026,0.63012987,0.031168831,0,0.32,0.131948052,0.132987013,0.14961039,0.265454546,0.015376167,0.259747392,0.724876442,0.8596
4,1,4397,8176,12410,0.4247,0.5753,0.07755102,0.734453782,0.006962785,0.2735,0.620888355,0.197839136,0.124609844,0.03697479,0.019687875,0.125223082,0.359309935,0.515466984,0.4161
4,1,5854,8025,10280,0.3931,0.6069,0.114080673,0.619648602,0.011630785,0.291,0.620390992,0.194011383,0.115565454,0.04528582,0.02474635,0.091132249,0.356857932,0.552009819,0.4071
4,1,10162,8615,8028,0.4897,0.5103,0.096950241,0.586195827,0.011235955,0.3119,0.648154093,0.197110754,0.101444623,0.034028893,0.019261637,0.118548387,0.319354839,0.562096774,0.319
4,1,5178,7511,14391,0.2998,0.7002,0.070982396,0.663638084,0.009085747,0.3032,0.56842703,0.197047132,0.133446905,0.054703767,0.046375166,0.080842391,0.358469203,0.560688406,0.3613
4,1,5790,8078,11263,0.3766,0.6234,0.109248393,0.640402347,0.007264599,0.3186,0.583123778,0.192511875,0.126012853,0.053366862,0.044984633,0.096827495,0.370786517,0.532385988,0.4952
4,2,4805,4944,851,0.2656,0.7344,0.135313531,0.521452145,0.03960396,0.1269,0.414191419,0.168316832,0.153465347,0.153465347,0.110561056,0.023508137,0.365280289,0.611211573,0.4551
4,2,5162,6741,2786,0.3902,0.6098,0.081592689,0.733028721,0.010443864,0.3256,0.347911227,0.162532637,0.149477807,0.134464752,0.205613577,0.04465593,0.438506589,0.516837482,0.861
4,2,5557,5137,1547,0.2896,0.7104,0.0975,0.79125,0.01375,0.1972,0.1925,0.1325,0.1875,0.2575,0.23,0.014193548,0.290322581,0.695483871,0.5989
4,2,7065,8399,7143,0.4045,0.5955,0.030473373,0.878402367,0.00443787,0.084,0.253550296,0.109467456,0.142899408,0.147928994,0.346153846,0.030694669,0.254281099,0.715024233,0.7305
4,2,8509,8248,9303,0.463,0.537,0.033949835,0.858626805,0.008107423,0.1096,0.26171776,0.125918419,0.144413479,0.148213833,0.319736509,0.025801195,0.322922325,0.65127648,0.547
3,2,7062,5194,1352,0.3595,0.6405,0.138639281,0.758664955,0.025673941,0.0251,0.181001284,0.163029525,0.228498075,0.214377407,0.21309371,0.014844804,0.26585695,0.719298246,0.6979
3,2,4859,4765,1108,0.3014,0.6986,0.150632911,0.701265823,0.021518987,0.046,0.255696203,0.158227848,0.206329114,0.221518987,0.158227848,0.023066486,0.440976934,0.535956581,0.4957
4,2,6583,6543,2379,0.4073,0.5927,0.07846952,0.779507134,0.009079118,0.0664,0.228274968,0.127107652,0.168612192,0.215304799,0.260700389,0.014784946,0.284946237,0.700268817,0.7581
4,2,8486,7758,4676,0.3959,0.6041,0.080120684,0.710861549,0.010224606,0.1568,0.410828026,0.171304056,0.151190077,0.112973517,0.153704325,0.051942903,0.354678826,0.593378271,0.3726
4,2,6122,5606,4718,0.4165,0.5835,0.052016129,0.839516129,0.009677419,0.1,0.221774194,0.097177419,0.119354839,0.174193548,0.3875,0.014853648,0.28658803,0.698558322,0.7294
3,2,8268,4602,1000,0.029,0.971,0.030473373,0.878402367,0.00443787,0.12,0.253550296,0.109467456,0.142899408,0.147928994,0.346153846,0.030694669,0.254281099,0.715024233,0.5688
4,2,4849,5003,1620,0.3099,0.6901,0.241502683,0.40608229,0.045617174,0.0951,0.334525939,0.19588551,0.193202147,0.165474061,0.110912344,0.039039039,0.398398398,0.562562563,0.358
4,2,3815,4829,2039,0.2859,0.7141,0.112091792,0.73168579,0.020300088,0.2266,0.244483672,0.142100618,0.148278906,0.192409532,0.272727273,0.021093001,0.401725791,0.577181208,0.515
4,2,2353,5677,5192,0.1231,0.8769,0.193154683,0.142478111,0.011408862,0.1452,0.616078535,0.238259485,0.089148315,0.031308039,0.025205625,0.118295019,0.432471264,0.449233717,0.3201
4,2,10154,7539,4283,0.3325,0.6675,0.064533054,0.642182581,0.024658972,0.1525,0.385099685,0.156348374,0.149003148,0.101259182,0.208289612,0.015891033,0.214528944,0.769580023,0.4813
4,2,22507,9624,19059,0.3954,0.6046,0.037129055,0.825672878,0.007177364,0.0972,0.23657695,0.121048999,0.144237405,0.148240166,0.34989648,0.023100844,0.183770176,0.79312898,0.7775
4,2,7250,8133,2790,0.6158,0.3842,0.109240554,0.666292555,0.025439581,0.205,0.378974935,0.169098391,0.15375982,0.122708567,0.175458287,0.065711879,0.354254423,0.580033698,0.3743
4,1,13630,6717,707,0.4866,0.5134,0.039100684,0.904203324,0.009775171,0.0339,0.232649071,0.123167155,0.193548387,0.208211144,0.242424242,0.014418126,0.253347065,0.73223481,0.6989
4,2,4438,4817,1964,0.4104,0.5896,0.262101535,0.445100354,0.046635183,0.1003,0.352420307,0.200708383,0.176505313,0.148760331,0.121605667,0.054455446,0.424917492,0.520627063,0.4231
4,2,7482,8753,8308,0.3943,0.6057,0.047455969,0.797455969,0.006360078,0.173,0.374755382,0.158023483,0.158757339,0.134050881,0.174412916,0.052354571,0.333240997,0.614404432,0.5195
4,2,12284,8576,5136,0.7541,0.2459,0.028932141,0.922672278,0.023671752,0.0109,0.160441873,0.101525513,0.156233561,0.180431352,0.401367701,0.014270033,0.183863886,0.801866081,0.7817
4,2,6743,4934,1207,0.343,0.657,0.176895307,0.635379061,0.025270758,0.0969,0.216606498,0.175691937,0.21299639,0.217809868,0.176895307,0.036129032,0.308387097,0.655483871,0.6011
4,2,13241,7311,11691,0.6957,0.3043,0.038696538,0.876782077,0.010590631,0.1126,0.211608961,0.125458249,0.171690428,0.207739308,0.283503055,0.013499036,0.244053996,0.742446968,0.5403
3,2,6397,4630,769,0,1,0.085454546,0.686363636,0.019090909,0.0689,0.324545455,0.16,0.186363636,0.162727273,0.166363636,0.026679842,0.368577075,0.604743083,0.723
4,2,5389,4709,1081,0.2821,0.7179,0.085454546,0.686363636,0.019090909,0.4727,0.324545455,0.16,0.186363636,0.162727273,0.166363636,0.026679842,0.368577075,0.604743083,0.32
4,2,4510,5050,2924,0.2739,0.7261,0.0625,0.853058511,0.010638298,0.1583,0.201462766,0.120345745,0.157579787,0.240026596,0.280585106,0.010337698,0.33287388,0.656788422,0.6082
4,2,5406,6405,3140,0.4338,0.5662,0.024112525,0.9122572,0.006697924,0.0662,0.156731413,0.109845948,0.133958473,0.21232418,0.387139987,0.009728979,0.246699097,0.743571925,0.7186
4,2,8592,5697,1073,0.2004,0.7996,0.153730596,0.63545318,0.010515774,0.4986,0.253880821,0.145217827,0.172759139,0.169253881,0.258888333,0.036914601,0.47768595,0.485399449,0.701
4,2,5375,4787,1935,0.4062,0.5938,0.04532967,0.831730769,0.012362637,0.1835,0.230082418,0.12293956,0.168269231,0.212225275,0.266483517,0.015162455,0.312635379,0.672202166,0.6027
4,2,6482,8468,12601,0.4291,0.5709,0.020511951,0.910493304,0.004746567,0.0676,0.346160366,0.177148669,0.165282251,0.133073402,0.178335311,0.054469539,0.350161321,0.59536914,0.6161
3,1,4516,5093,3096,0.678,0.322,0.06848788,0.829165064,0.021931512,0.0539,0.30704117,0.160446326,0.20777222,0.207387457,0.117352828,0.021022259,0.43569662,0.543281121,0.4512
3,1,3935,5032,2130,0.5793,0.4207,0.045429962,0.854515955,0.011898323,0.0498,0.330448891,0.157382369,0.200108167,0.163872363,0.14818821,0.032082325,0.428571429,0.539346247,0.3911
3,1,4407,5242,2358,0.539,0.461,0.038894575,0.885875128,0.015864893,0.0382,0.287103378,0.163766633,0.196519959,0.193449335,0.159160696,0.021990105,0.410665201,0.567344695,0.3106
3,1,4671,4914,3283,0.5541,0.4459,0.081309398,0.790566702,0.017247448,0.1486,0.393523407,0.198169659,0.182682154,0.13375572,0.09186906,0.03971687,0.451828549,0.508454581,0.3078
4,1,7212,7723,11309,0.5015,0.4985,0.031066927,0.879105273,0.013136872,0.0557,0.268595775,0.1340316,0.157109888,0.174329842,0.265932895,0.0213496,0.303659931,0.674990469,0.6198
4,1,6007,7407,10168,0.4783,0.5217,0.035792549,0.888970051,0.010226443,0.0224,0.266374483,0.130508887,0.148526905,0.163379596,0.291210129,0.034963197,0.248422713,0.71661409,0.7919
4,1,8933,8169,16600,0.546,0.454,0.043191124,0.817593449,0.014397041,0.0761,0.318584071,0.127988377,0.157574957,0.174877823,0.220974772,0.022058824,0.276866516,0.701074661,0.5414
4,1,10960,8342,13825,0.5221,0.4779,0.035417007,0.837604048,0.010608781,0.0872,0.400685491,0.164517709,0.147870083,0.122898645,0.164028073,0.056978471,0.331477357,0.611544172,0.5367
4,1,5348,6231,6856,0.4258,0.5742,0.065591114,0.789738165,0.021422904,0.1276,0.263422375,0.130124306,0.181962444,0.222692409,0.201798466,0.012590935,0.355064354,0.632344712,0.5146
4,1,6783,5965,9042,0.3991,0.6009,0.074043087,0.74001255,0.023007739,0.1307,0.331729764,0.142020498,0.174231332,0.192428362,0.159590044,0.020431073,0.352492142,0.627076785,0.3832
4,1,4011,5415,5596,0.4076,0.5924,0.038752053,0.894909688,0.00952381,0.0279,0.185550082,0.108374384,0.178981938,0.240065681,0.287027915,0.009517335,0.341264446,0.649218219,0.5627
4,1,5188,5832,4845,0.4155,0.5845,0.036797412,0.905782451,0.012131015,0.039,0.181560857,0.1083704,0.182369592,0.261221189,0.266477962,0.010360547,0.291753005,0.697886448,0.5746
4,1,4479,5659,5359,0.3547,0.6453,0.023307934,0.926490363,0.004482295,0.0168,0.153294487,0.0972658,0.174361273,0.24742268,0.32765576,0.010232558,0.237209302,0.75255814,0.7962
4,1,5223,5818,5862,0.3622,0.6378,0.062709966,0.796192609,0.013064576,0.0954,0.313176558,0.122433744,0.138111236,0.177304965,0.248973498,0.030657523,0.341670028,0.627672449,0.5571
4,1,3720,5779,5389,0.403,0.597,0.034008932,0.897629681,0.008588114,0.0243,0.216763999,0.131226383,0.163861216,0.21607695,0.272071453,0.011539849,0.345474216,0.642985936,0.4266
4,1,4000,5770,7113,0.4575,0.5425,0.058148058,0.845590032,0.01685805,0.0735,0.245296848,0.13095529,0.182995358,0.217688737,0.223063767,0.018205128,0.345384615,0.636410256,0.5159
4,1,4744,5360,3495,0.3963,0.6037,0.082677165,0.81742126,0.026082677,0.0375,0.278051181,0.131397638,0.187007874,0.211122047,0.19242126,0.013326499,0.32906202,0.657611481,0.4464
4,1,5227,5729,5336,0.4196,0.5804,0.045386905,0.860491071,0.013764881,0.0605,0.240699405,0.139880952,0.170014881,0.220982143,0.228422619,0.018181818,0.355731225,0.626086957,0.5767
4,2,11282,7351,11885,0.4354,0.5646,0.031490015,0.873271889,0.009472606,0.0677,0.230670763,0.111623144,0.127752176,0.147209421,0.382744496,0.015082144,0.178831134,0.806086722,0.7704
4,2,5019,5297,2067,0.4238,0.5762,0.069589422,0.823938761,0.018789144,0.0997,0.263048017,0.163535143,0.1927627,0.20598469,0.17466945,0.015683346,0.370425691,0.613890963,0.5562
4,1,4889,6112,12238,0.4932,0.5068,0.05183743,0.857872962,0.015575566,0.0528,0.20734972,0.128011682,0.196884887,0.211730348,0.256023363,0.011409736,0.278904665,0.709685598,0.6017
3,2,4274,4313,1245,0.3068,0.6932,0.151515152,0.714876033,0.037190083,0.208,0.26584022,0.152892562,0.190082645,0.203856749,0.187327824,0.041055719,0.369501466,0.589442815,0.4357
3,2,3802,4370,868,0.4147,0.5853,0.180894309,0.68495935,0.028455285,0.0979,0.227642276,0.142276423,0.209349594,0.221544715,0.199186992,0.036876356,0.351409978,0.611713666,0.3923
4,2,3299,5765,4297,0.5315,0.4685,0.212851406,0.648594378,0.087349398,0.2478,0.28815261,0.178212851,0.208333333,0.168674699,0.156626506,0.017713366,0.376274826,0.606011809,0.4704
4,2,5060,4945,1514,0.4742,0.5258,0.196141479,0.63022508,0.0471597,0.0218,0.236870311,0.180064309,0.177920686,0.206859593,0.198285102,0.027745665,0.368786127,0.603468208,0.4426
4,2,44830,10185,6053,0.5174,0.4826,0.043062201,0.739500266,0.008506114,0.0033,0.267942584,0.098883573,0.134502924,0.157363105,0.341307815,0.006017506,0.118708972,0.875273523,0.9341
4,1,8111,5778,16141,0.4209,0.5791,0.072250074,0.794013565,0.026835742,0.0742,0.292391625,0.139191979,0.171040991,0.177823651,0.219551755,0.014981273,0.324750312,0.660268415,0.5446
4,1,4999,5425,2015,0.3737,0.6263,0.110711071,0.750675068,0.03330333,0.0873,0.516651665,0.205220522,0.144914491,0.091809181,0.04140414,0.039634146,0.464430894,0.495934959,0.5263
4,1,4243,5608,4154,0.3483,0.6517,0.177908938,0.655564924,0.085160202,0.1767,0.503372681,0.213322091,0.163153457,0.086846543,0.033305228,0.033317238,0.435055529,0.531627233,0.3875
4,2,8231,5062,2556,0.3517,0.6483,0.264527845,0.513922518,0.035108959,0.133,0.282687651,0.188861986,0.226392252,0.184624697,0.117433414,0.048638132,0.436446174,0.514915694,0.4904
3,2,7592,5252,1178,0.4618,0.5382,0.093896714,0.746478873,0.021909233,0.2436,0.245696401,0.151799687,0.169014085,0.20344288,0.230046948,0.031404959,0.310743802,0.65785124,0.4585
3,2,5970,4860,1801,0.4164,0.5836,0.293004115,0.397530864,0.057613169,0.1766,0.319341564,0.190946502,0.177777778,0.146502058,0.165432099,0.035938904,0.338724169,0.625336927,0.6739
4,2,5912,5510,2522,0.3807,0.6193,0.220660576,0.527055517,0.031623331,0.086,0.297259311,0.195361912,0.19395643,0.17357695,0.139845397,0.030046225,0.412942989,0.557010786,0.8299
4,2,9353,5540,1932,0,1,0.124175824,0.683516484,0.015384615,0.131,0.268131868,0.150549451,0.171428571,0.178021978,0.231868132,0.011560694,0.292485549,0.695953757,0.6737
4,2,4138,4172,930,0.3925,0.6075,0.317275748,0.406976744,0.056478405,0.0183,0.207641196,0.227574751,0.23089701,0.171096346,0.162790698,0.061452514,0.409683426,0.52886406,0.4186
4,1,4916,6087,7879,0.4817,0.5183,0.039177489,0.855194805,0.019047619,0.0881,0.378138528,0.190476191,0.174242424,0.140909091,0.116233766,0.01656113,0.347783731,0.635655139,0.4021
4,1,21019,8602,15469,0.4031,0.5969,0.049195837,0.831125828,0.011352886,0.0215,0.265373699,0.117549669,0.15704825,0.171475875,0.288552507,0.008126077,0.187884757,0.803989165,0.8034
4,1,5581,6530,14561,0.4658,0.5342,0.086604683,0.728822314,0.027892562,0.1906,0.285123967,0.166322314,0.182334711,0.18285124,0.183367769,0.018504811,0.329200592,0.652294597,0.4554
4,1,5853,6071,10703,0.3222,0.6778,0.087926228,0.765601544,0.019086425,0.1519,0.284151834,0.168346558,0.191722067,0.187218529,0.168561012,0.017289073,0.321115722,0.661595205,0.4787
4,1,6415,6385,4469,0.3518,0.6482,0.101061738,0.684231223,0.029492725,0.1761,0.440424695,0.215100275,0.167518679,0.110892647,0.066063704,0.024182714,0.354679803,0.621137483,0.489
4,1,8646,7635,20146,0.5858,0.4142,0.054422915,0.835888795,0.021735468,0.083,0.237405223,0.134625105,0.180454928,0.201516428,0.245998315,0.009878285,0.240959605,0.74916211,0.6342
4,1,4804,6027,9508,0.4006,0.5994,0.095793759,0.764993216,0.037177748,0.0868,0.278697422,0.12890095,0.16770692,0.173134328,0.25156038,0.007352941,0.284502262,0.708144796,0.6158
4,1,4669,5521,3519,0.3782,0.6218,0.186046512,0.633602278,0.057427622,0.1557,0.411485524,0.177978168,0.182724253,0.152349312,0.075462743,0.03832021,0.4,0.56167979,0.34
4,2,3666,4578,1080,0.4111,0.5889,0.246246246,0.515015015,0.048048048,0.1111,0.261261261,0.189189189,0.193693694,0.189189189,0.166666667,0.038834952,0.398058252,0.563106796,0.3333
4,2,5424,4487,839,0.0274,0.9726,0.213279678,0.575452716,0.020120724,0.2014,0.336016097,0.181086519,0.191146881,0.144869215,0.146881288,0.022075055,0.342163355,0.635761589,0.6503
4,2,4549,4238,2499,0.379,0.621,0.174574209,0.503041363,0.047445256,0.1305,0.566909976,0.208029197,0.121654501,0.067518248,0.035888078,0.057272042,0.474755087,0.467972871,0.3155
3,1,6727,5958,3171,0.31,0.69,0.086631016,0.729411765,0.026203209,0.1419,0.427272727,0.205882353,0.178609626,0.113903743,0.074331551,0.024213075,0.392857143,0.582929782,0.4292
4,1,5270,5605,5581,0.4865,0.5135,0.067116927,0.805403124,0.017729,0.1161,0.303081469,0.144364711,0.183621781,0.189531448,0.179400591,0.018935978,0.348061317,0.633002705,0.4571
4,2,3491,4329,2095,0.3971,0.6029,0.153194765,0.679753657,0.028483449,0.073,0.25404157,0.151655119,0.233256351,0.224788299,0.136258661,0.015510204,0.328979592,0.655510204,0.4182
4,1,8142,5466,10277,0.5289,0.4711,0.073523162,0.820017,0.025924352,0.0987,0.215682108,0.120909477,0.190607735,0.249681258,0.223119422,0.010224494,0.251166926,0.73860858,0.5026
4,1,4141,5542,9874,0.5698,0.4302,0.053567508,0.8467618,0.02349067,0.1181,0.225027442,0.142700329,0.205927552,0.254226125,0.172118551,0.007436672,0.262142691,0.730420637,0.4718
4,1,5450,6741,17582,0.459,0.541,0.109908691,0.635215872,0.026490813,0.2973,0.386653139,0.145643107,0.176868448,0.175628452,0.115206854,0.02595458,0.47778887,0.496256551,0.4142
3,2,5206,3655,512,0.377,0.623,0.201177625,0.316977429,0.026496565,0.0293,0.445534838,0.164867517,0.157998037,0.118743867,0.112855741,0.028047465,0.298813377,0.673139159,0.4167
4,2,4710,5594,2652,0.4182,0.5818,0.197388247,0.563033651,0.018081366,0.121,0.269211452,0.154696133,0.186338523,0.207433451,0.182320442,0.011464304,0.429911412,0.558624284,0.5509
4,2,6269,5739,3750,0.3808,0.6192,0.069382559,0.821769574,0.009548059,0.1885,0.162953533,0.131763208,0.189688097,0.246976448,0.268618714,0.014794889,0.386012105,0.599193006,0.654
4,2,5682,4662,989,0.4176,0.5824,0.109634552,0.813953488,0.018272425,0.0152,0.142857143,0.144518272,0.224252492,0.292358804,0.196013289,0.017301038,0.456747405,0.525951557,0.6503
4,1,4720,5970,15387,0.4409,0.5591,0.054002714,0.850339213,0.013568521,0.0584,0.19375848,0.115468114,0.178833107,0.243962008,0.26797829,0.013396038,0.393900527,0.592703435,0.6013
4,2,6532,5563,2721,0.3642,0.6358,0.108418367,0.68877551,0.022959184,0.2437,0.254464286,0.15625,0.192602041,0.190688776,0.205994898,0.022869023,0.382536383,0.594594595,0.6239
4,2,20621,8454,3330,0.615,0.385,0.063800277,0.653259362,0.007628294,0.055,0.321775312,0.134535368,0.128987517,0.162274619,0.252427185,0.00867679,0.20824295,0.78308026,0.7615
4,1,8500,7123,18296,0.5121,0.4879,0.115949968,0.653610883,0.025289875,0.171,0.341915457,0.143613622,0.161234365,0.175020542,0.178216014,0.028503797,0.400729855,0.570766348,0.3924
4,2,7189,6850,6935,0.4999,0.5001,0.038091574,0.912273952,0.007310504,0.0567,0.098884186,0.096960369,0.140823394,0.221623701,0.441708349,0.005540166,0.203007519,0.791452315,0.7624
4,2,4828,4385,695,0.4173,0.5827,0.102857143,0.771428571,0.026666667,0.2633,0.194285714,0.127619048,0.203809524,0.24,0.234285714,0.02,0.514,0.466,0.4867
4,2,7022,4696,3384,0.4391,0.5609,0.103470437,0.76092545,0.017994859,0.2012,0.219794345,0.150385604,0.194730077,0.2281491,0.206940874,0.017414602,0.451440054,0.531145345,0.5389
3,2,6886,5592,1134,0.4136,0.5864,0.097560976,0.778745645,0.019163763,0.1702,0.202090592,0.170731707,0.216027875,0.221254355,0.18989547,0.02259887,0.427495292,0.549905838,0.6767
4,1,5441,6615,18220,0.4055,0.5945,0.115522175,0.709656652,0.024177396,0.1515,0.306723891,0.148640916,0.191416309,0.197925608,0.155293276,0.022694277,0.480476809,0.496828914,0.4623
3,2,5841,4049,1135,0.1859,0.8141,0.31736527,0.28742515,0.053892216,0.526,0.389221557,0.179640719,0.155688623,0.157185629,0.118263473,0.037581699,0.472222222,0.490196078,0.3667
4,2,3353,4563,1791,0.4031,0.5969,0.198879552,0.658263305,0.034547152,0.081,0.196078431,0.137254902,0.218487395,0.258636788,0.189542484,0.021400778,0.464007782,0.51459144,0.5025
4,1,6034,6714,15305,0.4561,0.5439,0.076007177,0.820910129,0.014190181,0.0218,0.20029359,0.112542815,0.140596966,0.205839178,0.340727451,0.016766467,0.320444825,0.662788708,0.8112
4,2,6442,4883,2220,0.4266,0.5734,0.28604119,0.536994661,0.049580473,0.1347,0.168573608,0.183066362,0.241800153,0.234935164,0.171624714,0.021018593,0.472918351,0.506063056,0.4865
4,2,5363,4907,1843,0.3136,0.6864,0.113829787,0.675531915,0.017021277,0.3006,0.267021277,0.135106383,0.159574468,0.239361702,0.19893617,0.017182131,0.423825888,0.558991982,0.6482
4,2,4088,3961,632,0.182,0.818,0.217484009,0.469083156,0.023454158,0.6203,0.264392324,0.206823028,0.185501066,0.185501066,0.157782516,0.025821596,0.408450704,0.5657277,0.65
3,2,3572,5161,1854,0.2994,0.7006,0.245295263,0.375081116,0.040233615,0.1764,0.315379624,0.222582739,0.156391953,0.155094095,0.15055159,0.037195994,0.477110157,0.485693848,0.45
4,1,10272,8280,35447,0.5259,0.4741,0.061490019,0.811430608,0.020853137,0.0941,0.24263308,0.134683935,0.186430608,0.201936787,0.234315589,0.012158623,0.365693977,0.6221474,0.5885
2,1,3242,5328,1469,0.3383,0.6617,0.105138807,0.77151014,0.020181138,0.4323,0.265997244,0.124335499,0.179070683,0.192656035,0.23794054,0.01723243,0.39862971,0.584137859,0.3321
4,1,6393,6662,17143,0.4524,0.5476,0.105138807,0.77151014,0.020181138,0.0625,0.265997244,0.124335499,0.179070683,0.192656035,0.23794054,0.01723243,0.39862971,0.584137859,0.7035
4,2,6370,5709,2432,0.345,0.655,0.099424815,0.783894823,0.013147083,0.2076,0.204601479,0.139687757,0.169268694,0.227608874,0.258833196,0.012897678,0.349957008,0.637145314,0.6752
4,2,4189,5155,1621,0.3985,0.6015,0.239894552,0.583479789,0.040421793,0.161,0.433216169,0.143233743,0.211775044,0.154657294,0.05711775,0.055290753,0.521448999,0.423260248,0.5319
4,2,4241,5212,1154,0.4506,0.5494,0.213407821,0.569832402,0.03575419,0.1525,0.334078212,0.16424581,0.173184358,0.191061453,0.137430168,0.04155496,0.491957105,0.466487936,0.3117
4,1,3981,6378,13292,0.4923,0.5077,0.068068555,0.755439407,0.018961955,0.1819,0.314452413,0.131518172,0.152789595,0.210769418,0.190470402,0.0185427,0.427787934,0.553669365,0.408
4,2,6910,4459,974,0.0893,0.9107,0.229537367,0.411032029,0.03024911,0.4107,0.306049822,0.209964413,0.18683274,0.176156584,0.120996441,0.023391813,0.506822612,0.469785575,0.4176
3,2,5208,3817,1190,0.3975,0.6025,0.16851665,0.515640767,0.053481332,0.0059,0.427850656,0.215943491,0.161453078,0.120080727,0.074672048,0.048693587,0.451306413,0.5,0.3128
3,2,3524,4683,1896,0.461,0.539,0.115074799,0.774453395,0.014959724,0.231,0.21173763,0.157652474,0.220943613,0.241657077,0.168009206,0.015681544,0.506634499,0.477683957,0.5075
4,1,6076,6354,10707,0.4358,0.5642,0.106476593,0.721224921,0.030447026,0.1387,0.280887012,0.141499472,0.182858149,0.20468145,0.190073918,0.016317449,0.435379195,0.548303356,0.3739
2,1,2757,6659,688,0.2965,0.7035,0.106476593,0.721224921,0.030447026,0.2456,0.280887012,0.141499472,0.182858149,0.20468145,0.190073918,0.016317449,0.435379195,0.548303356,0.4138
4,2,5862,5806,3753,0.4207,0.5793,0.072180451,0.811278196,0.018045113,0.1084,0.155639098,0.128571429,0.153383459,0.187969925,0.37443609,0.01342812,0.252764613,0.733807267,0.7121
4,1,4680,6470,11189,0.4558,0.5442,0.105668576,0.676278886,0.028639147,0.2027,0.396602805,0.158009086,0.192376062,0.157811574,0.095200474,0.024263432,0.522097054,0.453639515,0.3786
3,2,4361,3777,718,0.3329,0.6671,0.424437299,0.374598071,0.045016077,0.4805,0.207395498,0.170418006,0.263665595,0.223472669,0.135048232,0.05141844,0.409574468,0.539007092,0.4051
4,2,4766,4557,1731,0.465,0.535,0.313754647,0.466914498,0.07063197,0.0376,0.231226766,0.171747212,0.220817844,0.201486989,0.17472119,0.040832666,0.373098479,0.586068855,0.4323
4,1,4123,4883,3524,0.4137,0.5863,0.254413292,0.555555556,0.03271028,0.151,0.498442368,0.189511942,0.157320872,0.108515057,0.046209761,0.050732807,0.488162345,0.461104848,0.3293
3,3,3655,2655,1738,0.9563,0.0437,0.100050787,0.714068055,0.088369731,0,0.416455053,0.180802438,0.171660742,0.133062468,0.098019299,0.066742727,0.466058186,0.467199087,0.4048
4,2,5718,4205,1590,0.4893,0.5107,0.057601511,0.853635505,0.010387158,0.0925,0.254957507,0.118035883,0.1898017,0.213408876,0.223796034,0.011730205,0.277614858,0.710654937,0.4116
4,1,5737,5695,17999,0.5151,0.4849,0.097442492,0.7803972,0.022431776,0.0987,0.302186027,0.149021289,0.182740392,0.182168881,0.183883412,0.009641458,0.324796626,0.665561916,0.5518
4,2,5573,5503,1702,0.3913,0.6087,0.164756447,0.578796562,0.045845272,0.1704,0.348137536,0.143266476,0.164756447,0.137535817,0.206303725,0.021212121,0.303030303,0.675757576,0.4877
4,1,5918,6582,19405,0.5077,0.4923,0.11397503,0.732581555,0.031413613,0.1139,0.323264868,0.149550275,0.165794066,0.167942006,0.193448785,0.016739963,0.306284579,0.676975458,0.5417
4,2,3184,4374,3181,0.4102,0.5898,0.09464752,0.80613577,0.022193212,0.1185,0.313315927,0.167754569,0.199086162,0.17232376,0.147519582,0.021023125,0.303433777,0.675543097,0.5182
4,1,4397,5037,3545,0.4773,0.5227,0.238119571,0.582013286,0.037301993,0.1904,0.49667859,0.200817578,0.163515585,0.082779765,0.056208482,0.052188552,0.476430976,0.471380471,0.323
4,1,3738,4660,4368,0.4245,0.5755,0.172209026,0.681314331,0.023752969,0.1268,0.40023753,0.186460808,0.186460808,0.149643706,0.07719715,0.04,0.433913044,0.526086957,0.3569
4,2,11245,6892,2628,0.476,0.524,0.106621773,0.758698092,0.019079686,0.067,0.332210999,0.122334456,0.164983165,0.164983165,0.215488216,0.013002364,0.262411348,0.724586288,0.6287
3,3,2394,3509,1106,0.4873,0.5127,0.123584906,0.564150943,0.023584906,0.2233,0.391509434,0.171698113,0.144339623,0.124528302,0.167924528,0.016427105,0.314168378,0.669404518,0.375
4,2,5993,5212,1582,0.4001,0.5999,0.205666317,0.676810074,0.054564533,0.2092,0.17838405,0.14270724,0.222455404,0.244491081,0.211962225,0.017297297,0.275675676,0.707027027,0.5881
3,3,3868,3998,516,0.8973,0.1027,0.244833068,0.39427663,0.122416534,0.0756,0.456279809,0.20190779,0.165341812,0.112877584,0.063593005,0.034026465,0.413988658,0.551984877,0.486
